MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.2805949966193373,0.5085759872357398,0.0,40,squared_error,3,2.75,10
0.0493576741041244,0.6392102114080573,0.5000000000000001,190,squared_error,18,4.25,6
0.6822177146720756,0.7130035899481452,0.2499999999999999,130,squared_error,1,0.75,15
0.0715010141987829,0.6310331072995612,0.2499999999999999,170,squared_error,17,4.25,13
0.0800653594771241,0.6276426007179895,0.2499999999999999,180,absolute_error,17,6.75,14
0.0512170385395537,0.63841244515357,0.5000000000000001,200,squared_error,19,4.25,1
0.3421230561189993,0.584563222975668,0.2499999999999999,130,squared_error,3,2.5,17
0.0772481406355645,0.63841244515357,0.2499999999999999,30,poisson,6,9.25,10
0.0902073473067388,0.6190666134822496,0.2499999999999999,190,absolute_error,8,8.25,2
0.1182668469686725,0.6366174710809732,0.2499999999999999,90,squared_error,8,5.5,4
0.062429569528961,0.6342241723175109,0.2499999999999999,80,squared_error,13,6.0,17
0.0861505521748929,0.5668129238133226,0.2499999999999999,10,poisson,1,5.5,9
0.0765720081135902,0.6533705624252094,0.2499999999999999,190,squared_error,9,3.5,5
0.2789610096912328,0.5869565217391304,0.0,40,squared_error,1,0.25,19
0.0672751859364435,0.6364180295173514,0.2499999999999999,120,poisson,5,6.5,10
0.0696416497633536,0.6354208216992421,0.2499999999999999,150,poisson,2,6.25,9
0.0566824430921794,0.6364180295173514,0.2499999999999999,180,poisson,19,0.5,6
0.0488505747126436,0.6447945751894695,0.5000000000000001,190,squared_error,10,3.75,2
0.6413680414694612,0.7355404866374151,0.2499999999999999,160,squared_error,1,4.5,8
0.0567951318458418,0.6364180295173514,0.2499999999999999,180,poisson,10,1.25,10
0.0760085643452783,0.60729956122856,0.2499999999999999,40,absolute_error,5,9.5,16
0.3007662835249042,0.6543677702433186,0.2499999999999999,190,poisson,1,2.75,14
0.0758395312147847,0.6422018348623852,0.2499999999999999,200,squared_error,9,5.0,5
0.066542709037638,0.6258476266453928,0.2499999999999999,140,poisson,5,6.0,3
0.0566260987153482,0.6364180295173514,0.2499999999999999,60,squared_error,20,6.0,3
0.0759522199684471,0.6116872756282408,0.2499999999999999,100,poisson,6,3.5,2
0.0776425512733829,0.6246509772636617,0.2499999999999999,110,absolute_error,12,3.5,11
0.0512170385395537,0.63841244515357,0.5000000000000001,60,squared_error,17,1.5,18
0.2725940951093081,0.6551655364978061,0.2499999999999999,120,absolute_error,2,2.5,11
0.0791638494478251,0.6264459513362584,0.2499999999999999,170,absolute_error,13,8.0,18
0.057752986251972,0.6360191463901076,0.2499999999999999,30,squared_error,11,6.75,1
0.6431147171512283,0.6021140805743916,0.2499999999999999,10,squared_error,1,6.75,5
0.0514424160468785,0.63841244515357,0.5000000000000001,150,squared_error,12,1.5,1
0.0739238224025242,0.6300358994814519,0.2499999999999999,20,squared_error,16,2.25,3
0.2654383592517466,0.5265257279617072,0.0,50,squared_error,4,4.5,7
0.062147847644805,0.6344236138811328,0.2499999999999999,150,squared_error,14,5.5,18
0.6138156411990083,0.6170721978460311,0.2499999999999999,120,squared_error,1,4.75,3
0.0946585530764029,0.6523733546071,0.2499999999999999,140,absolute_error,8,6.25,14
0.069190894748704,0.6318308735540485,0.2499999999999999,80,squared_error,16,9.25,20
0.1331417624521073,0.6282409254088551,0.2499999999999999,160,absolute_error,1,7.0,9
0.10727969348659,0.6643398484244115,0.2499999999999999,50,absolute_error,9,2.0,5
0.157088122605364,0.724571200638213,0.2499999999999999,110,absolute_error,4,2.5,18
0.0503718728870858,0.6388113282808136,0.5000000000000001,70,poisson,16,4.5,14
0.0499774622492675,0.6390107698444356,0.5000000000000001,180,poisson,12,1.25,11
0.1513409961685823,0.594535301156761,0.2499999999999999,10,absolute_error,5,8.5,19
0.0678386297047554,0.6322297566812923,0.2499999999999999,30,squared_error,20,3.75,19
0.1441289159341897,0.5833665735939368,0.2499999999999999,100,squared_error,6,3.75,1
0.0766283524904214,0.6234543278819306,0.2499999999999999,100,absolute_error,13,3.25,13
0.0500901510029299,0.6388113282808136,0.5000000000000001,100,poisson,16,4.75,11
0.0764593193599278,0.6292381332269644,0.2499999999999999,20,squared_error,16,7.0,10
0.0560063105702051,0.6366174710809732,0.2499999999999999,180,poisson,18,8.75,3
0.0494140184809556,0.6392102114080573,0.5000000000000001,120,poisson,18,2.75,2
0.0625986026594545,0.6342241723175109,0.2499999999999999,170,poisson,14,10.0,2
0.0707685372999774,0.631232548863183,0.2499999999999999,60,absolute_error,17,9.0,5
0.0708812260536398,0.631232548863183,0.2499999999999999,10,poisson,11,3.75,2
0.0687401397340545,0.6320303151176705,0.2499999999999999,140,absolute_error,17,1.75,13
0.0526256479603335,0.6380135620263262,0.5000000000000001,70,absolute_error,18,4.0,7
0.0462587333784088,0.6404068607897886,0.5000000000000001,90,poisson,10,2.0,7
0.2310119450078882,0.5801755085759872,0.2499999999999999,120,squared_error,3,2.0,1
0.0676695965742619,0.6324291982449142,0.2499999999999999,140,squared_error,15,0.25,15
0.0575276087446472,0.6360191463901076,0.2499999999999999,170,poisson,18,3.0,1
0.075050709939148,0.6200638213003589,0.2499999999999999,200,absolute_error,18,0.5,15
0.0576402974983096,0.6360191463901076,0.2499999999999999,190,poisson,4,6.5,17
0.0500901510029299,0.6388113282808136,0.5000000000000001,100,squared_error,18,7.5,19
0.0769100743745774,0.6290386916633426,0.2499999999999999,40,poisson,12,3.0,13
0.0570205093531665,0.6362185879537294,0.2499999999999999,90,absolute_error,12,5.0,15
0.0786004056795132,0.6258476266453928,0.2499999999999999,10,absolute_error,11,5.25,7
0.0801217038539554,0.6601515755883525,0.2499999999999999,70,absolute_error,7,5.25,2
0.2127563669145819,0.4487435181491822,0.0,30,squared_error,4,6.75,7
0.2569867027270678,0.5504587155963302,0.2499999999999999,30,squared_error,3,5.25,5
0.0498647734956051,0.6390107698444356,0.5000000000000001,90,poisson,16,8.0,10
0.1135339193148523,0.6701236537694454,0.2499999999999999,150,absolute_error,7,4.25,12
0.0751070543159792,0.6200638213003589,0.2499999999999999,140,absolute_error,18,4.75,14
0.0805724588686049,0.5370961308336657,0.2499999999999999,160,squared_error,5,8.0,5
0.0568514762226729,0.6364180295173514,0.2499999999999999,40,squared_error,19,3.5,15
0.0945458643227405,0.643996808934982,0.2499999999999999,120,absolute_error,4,7.25,3
0.0558936218165427,0.6368169126445951,0.2499999999999999,100,poisson,20,3.0,6
0.0798963263466306,0.6274431591543677,0.2499999999999999,130,absolute_error,17,8.0,14
0.1633423484336263,0.720382927802154,0.2499999999999999,160,absolute_error,4,2.5,5
0.0685147622267297,0.6320303151176705,0.2499999999999999,160,squared_error,13,2.75,15
0.0809668695064232,0.6104906262465097,0.2499999999999999,100,poisson,3,4.5,11
0.0587108406581023,0.6356202632628639,0.2499999999999999,200,squared_error,12,0.75,16
0.0693599278791976,0.6318308735540485,0.2499999999999999,180,squared_error,13,1.0,12
0.0772481406355645,0.6437973673713601,0.2499999999999999,30,squared_error,9,9.75,6
0.0856434527834122,0.5827682489030713,0.2499999999999999,40,poisson,6,2.5,16
0.1363533919314852,0.610091743119266,0.2499999999999999,140,squared_error,6,7.0,3
0.048963263466306,0.6150777822098125,0.5000000000000001,60,poisson,2,6.0,12
0.0745999549244985,0.6286398085360988,0.2499999999999999,80,absolute_error,3,8.5,12
0.0438922695514987,0.6412046270442759,0.5000000000000001,160,squared_error,18,5.75,10
0.0700360604011719,0.6314319904268049,0.2499999999999999,120,absolute_error,19,2.5,17
0.0796709488393058,0.6196649381731152,0.2499999999999999,180,absolute_error,10,1.5,9
0.1416497633536173,0.6007179896290387,0.2499999999999999,140,squared_error,6,1.25,5
0.060682893847194,0.6350219385719983,0.2499999999999999,150,squared_error,13,6.25,5
