MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.8721732595477215,0.1882267441860465,0.0,40,squared_error,3,2.75,10
0.8539318166290906,0.1836240310077519,0.0,190,squared_error,18,4.25,6
0.8179954908792786,0.1974321705426356,0.0,130,squared_error,1,0.75,15
0.8724465395914464,0.1882267441860465,0.0,170,squared_error,17,4.25,13
0.0,0.1298449612403101,1.0,180,absolute_error,17,6.75,14
0.8686889389902303,0.1872577519379845,0.0,200,squared_error,19,4.25,1
0.8722415795586527,0.1882267441860465,0.0,130,squared_error,3,2.5,17
0.8807815809250529,0.1901647286821705,0.0,30,poisson,6,9.25,10
0.0,0.1298449612403101,1.0,190,absolute_error,8,8.25,2
0.8487394957983193,0.1824127906976744,0.0,90,squared_error,8,5.5,4
0.8658194985311197,0.1865310077519379,0.0,80,squared_error,13,6.0,17
0.8991596638655462,0.1945251937984496,0.0,10,poisson,1,5.5,9
0.8557081369133018,0.1841085271317829,0.0,190,squared_error,9,3.5,5
0.7299993167998906,0.2468507751937984,0.0,40,squared_error,1,0.25,19
0.88119150099064,0.190406976744186,0.0,120,poisson,5,6.5,10
0.8524287763886041,0.1833817829457364,0.0,150,poisson,2,6.25,9
0.8683473389355741,0.1872577519379845,0.0,180,poisson,19,0.5,6
0.8639065382250462,0.1860465116279069,0.0,190,squared_error,10,3.75,2
0.880439980870397,0.1901647286821705,0.0,160,squared_error,1,4.5,8
0.851335656213705,0.1828972868217054,0.0,180,poisson,10,1.25,10
0.0,0.1298449612403101,1.0,40,absolute_error,5,9.5,16
0.867254218760675,0.187015503875969,0.0,190,poisson,1,2.75,14
0.8656828585092573,0.1865310077519379,0.0,200,squared_error,9,5.0,5
0.8590558174489308,0.1848352713178294,0.0,140,poisson,5,6.0,3
0.8360319737651158,0.1790213178294573,0.0,60,squared_error,20,6.0,3
0.8749060599849696,0.1887112403100775,0.0,100,poisson,6,3.5,2
0.0,0.1298449612403101,1.0,110,absolute_error,12,3.5,11
0.8639065382250462,0.1860465116279069,0.0,60,squared_error,17,1.5,18
0.0,0.1298449612403101,1.0,120,absolute_error,2,2.5,11
0.0,0.1298449612403101,1.0,170,absolute_error,13,8.0,18
0.8382182141149143,0.1795058139534883,0.0,30,squared_error,11,6.75,1
0.8022135683541709,0.1698158914728682,0.0,10,squared_error,1,6.75,5
0.8637698982031837,0.1860465116279069,0.0,150,squared_error,12,1.5,1
0.8584409373505499,0.1848352713178294,0.0,20,squared_error,16,2.25,3
0.9158980665436908,0.1981589147286821,0.0,50,squared_error,4,4.5,7
0.8639065382250462,0.1860465116279069,0.0,150,squared_error,14,5.5,18
0.8540001366400218,0.1836240310077519,0.0,120,squared_error,1,4.75,3
0.0,0.1298449612403101,1.0,140,absolute_error,8,6.25,14
0.8749060599849696,0.1887112403100775,0.0,80,squared_error,16,9.25,20
0.0,0.1298449612403101,1.0,160,absolute_error,1,7.0,9
0.0,0.1298449612403101,1.0,50,absolute_error,9,2.0,5
0.0,0.1298449612403101,1.0,110,absolute_error,4,2.5,18
0.8620618979299037,0.1858042635658914,0.0,70,poisson,16,4.5,14
0.8773655803784928,0.189437984496124,0.0,180,poisson,12,1.25,11
0.0,0.1298449612403101,1.0,10,absolute_error,5,8.5,19
0.8602172576347612,0.1853197674418604,0.0,30,squared_error,20,3.75,19
0.8740862198537951,0.1887112403100775,0.0,100,squared_error,6,3.75,1
0.0,0.1298449612403101,1.0,100,absolute_error,13,3.25,13
0.8352804536448726,0.1787790697674418,0.0,100,poisson,16,4.75,11
0.8584409373505499,0.1848352713178294,0.0,20,squared_error,16,7.0,10
0.8640431782469085,0.1862887596899224,0.0,180,poisson,18,8.75,3
0.8492177358748377,0.1824127906976744,0.0,120,poisson,18,2.75,2
0.8631550181048029,0.1860465116279069,0.0,170,poisson,14,10.0,2
0.0,0.1298449612403101,1.0,60,absolute_error,17,9.0,5
0.8683473389355741,0.1872577519379845,0.0,10,poisson,11,3.75,2
0.0,0.1298449612403101,1.0,140,absolute_error,17,1.75,13
0.0,0.1298449612403101,1.0,70,absolute_error,18,4.0,7
0.853385256541641,0.1836240310077519,0.0,90,poisson,10,2.0,7
0.8670492587278813,0.2015503875968992,0.0,120,squared_error,3,2.0,1
0.855093256814921,0.1838662790697674,0.0,140,squared_error,15,0.25,15
0.8496276559404249,0.1826550387596899,0.0,170,poisson,18,3.0,1
0.0,0.1298449612403101,1.0,200,absolute_error,18,0.5,15
0.8598756575801052,0.1850775193798449,0.0,190,poisson,4,6.5,17
0.8604222176675548,0.1853197674418604,0.0,100,squared_error,18,7.5,19
0.8286534125845461,0.1770833333333333,0.0,40,poisson,12,3.0,13
0.0,0.1298449612403101,1.0,90,absolute_error,12,5.0,15
0.0,0.1298449612403101,1.0,10,absolute_error,11,5.25,7
0.0,0.1298449612403101,1.0,70,absolute_error,7,5.25,2
0.8514039762246361,0.1831395348837209,0.0,30,squared_error,4,6.75,7
0.8602172576347612,0.1853197674418604,0.0,30,squared_error,3,5.25,5
0.8639065382250462,0.1860465116279069,0.0,90,poisson,16,8.0,10
0.0,0.1298449612403101,1.0,150,absolute_error,7,4.25,12
0.0,0.1298449612403101,1.0,140,absolute_error,18,4.75,14
0.867937418869987,0.187015503875969,0.0,160,squared_error,5,8.0,5
0.8595340575254492,0.1850775193798449,0.0,40,squared_error,19,3.5,15
0.0,0.1298449612403101,1.0,120,absolute_error,4,7.25,3
0.8879551820728291,0.191860465116279,0.0,100,poisson,20,3.0,6
0.0,0.1298449612403101,1.0,130,absolute_error,17,8.0,14
0.0,0.1298449612403101,1.0,160,absolute_error,4,2.5,5
0.8495593359294937,0.1826550387596899,0.0,160,squared_error,13,2.75,15
0.855093256814921,0.1838662790697674,0.0,100,poisson,3,4.5,11
0.8453918152626904,0.1814437984496124,0.0,200,squared_error,12,0.75,16
0.8589191774270684,0.1848352713178294,0.0,180,squared_error,13,1.0,12
0.8507207761153242,0.1828972868217054,0.0,30,squared_error,9,9.75,6
0.852360456377673,0.1831395348837209,0.0,40,poisson,6,2.5,16
0.8690988590558174,0.1875,0.0,140,squared_error,6,7.0,3
0.8742228598756575,0.1887112403100775,0.0,60,poisson,2,6.0,12
0.0,0.1298449612403101,1.0,80,absolute_error,3,8.5,12
0.8665026986404317,0.1867732558139535,0.0,160,squared_error,18,5.75,10
0.0,0.1298449612403101,1.0,120,absolute_error,19,2.5,17
0.0,0.1298449612403101,1.0,180,absolute_error,10,1.5,9
0.8543417366946778,0.1942829457364341,0.0,140,squared_error,6,1.25,5
0.8708068593290974,0.1877422480620155,0.0,150,squared_error,13,6.25,5
0.0,0.1298449612403101,1.0,110,absolute_error,12,4.75,17
0.0,0.1298449612403101,1.0,130,absolute_error,9,9.75,8
0.8653412584546013,0.1865310077519379,0.0,190,poisson,11,7.25,4
0.0,0.1298449612403101,1.0,40,absolute_error,7,6.25,2
0.0,0.1298449612403101,1.0,30,absolute_error,20,4.5,20
0.0,0.1298449612403101,1.0,30,absolute_error,13,9.5,13
0.8785270205643233,0.1896802325581395,0.0,80,poisson,20,6.25,5
0.0,0.1298449612403101,1.0,110,absolute_error,10,4.5,15
0.8870670219307235,0.1916182170542635,0.0,20,poisson,13,0.0,2
0.8419074947051991,0.1804748062015503,0.0,40,squared_error,5,4.75,19
0.0,0.1298449612403101,1.0,20,absolute_error,5,3.0,9
0.8557764569242331,0.1841085271317829,0.0,100,squared_error,16,7.25,6
0.8630866980938716,0.1860465116279069,0.0,80,squared_error,2,4.5,15
0.8242809318849491,0.1758720930232558,0.0,10,squared_error,14,1.25,18
0.8647946983671517,0.2265019379844961,0.0,50,squared_error,1,2.0,14
0.8510623761699802,0.1828972868217054,0.0,60,squared_error,16,0.0,20
0.8552298968367835,0.1841085271317829,0.0,150,poisson,20,1.75,5
0.8688938990230238,0.1872577519379845,0.0,110,squared_error,9,1.5,4
0.8716266994602718,0.187984496124031,0.0,20,squared_error,9,8.25,18
0.0,0.1298449612403101,1.0,10,absolute_error,5,7.5,18
0.8520871763339481,0.1831395348837209,0.0,170,squared_error,20,9.25,13
0.0,0.1298449612403101,1.0,110,absolute_error,11,5.25,20
0.8716950194712031,0.187984496124031,0.0,130,poisson,15,9.25,11
0.8652729384436701,0.1865310077519379,0.0,50,poisson,2,9.75,5
0.8837193413950946,0.190891472868217,0.0,10,squared_error,10,6.75,2
0.837466693994671,0.2877906976744185,0.0,30,squared_error,3,1.25,8
0.8634282981485276,0.1860465116279069,0.0,170,squared_error,13,0.0,7
0.8583726173396188,0.1848352713178294,0.0,170,poisson,8,3.5,15
0.8586458973833436,0.1848352713178294,0.0,150,poisson,12,7.75,9
0.0,0.1298449612403101,1.0,150,absolute_error,4,1.25,2
