MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.5054093331180364,0.61462187361255,0.5,40,squared_error,3,2.75,10
0.488212497981592,0.7922154802427114,0.1666666666666666,190,squared_error,18,4.25,6
0.410059744873244,0.4709190469143111,0.6666666666666665,130,squared_error,1,0.75,15
0.4866381398352979,0.792511469587095,0.1666666666666666,170,squared_error,17,4.25,13
0.3716292588406265,0.8219624093532634,0.3333333333333333,180,absolute_error,17,6.75,14
0.5069433231067334,0.7882196240935326,0.1666666666666666,200,squared_error,19,4.25,1
0.4974568060713708,0.5159094272606186,0.5,130,squared_error,3,2.5,17
0.5108994025512675,0.7472250998964038,0.1666666666666666,30,poisson,6,9.25,10
0.291458097852414,0.8012431552464112,0.3333333333333333,190,absolute_error,8,8.25,2
0.4633053447440659,0.6618321740417346,0.3333333333333333,90,squared_error,8,5.5,4
0.5170353625060552,0.7800799171229836,0.1666666666666666,80,squared_error,13,6.0,17
0.6251412885515905,0.499334023975137,0.1666666666666666,10,poisson,1,5.5,9
0.4641530760536088,0.6794435400325588,0.1666666666666666,190,squared_error,9,3.5,5
0.4425561117390602,0.4802427112623946,0.3333333333333333,40,squared_error,1,0.25,19
0.5586549329888584,0.7353855261210597,0.1666666666666666,120,poisson,5,6.5,10
0.5654771516227999,0.6677519609294067,0.1666666666666666,150,poisson,2,6.25,9
0.4821976424995962,0.7935474322924375,0.1666666666666666,180,poisson,19,0.5,6
0.5159454222509284,0.6997188101228357,0.1666666666666666,190,squared_error,10,3.75,2
0.4842160503794606,0.4022495190173154,0.3333333333333333,160,squared_error,1,4.5,8
0.5756902954949136,0.7183661388190026,0.1666666666666666,180,poisson,10,1.25,10
0.2911351525916357,0.8258102708302502,0.3333333333333333,40,absolute_error,5,9.5,16
0.6075811399967704,0.4892703862660945,0.0,190,poisson,1,2.75,14
0.4738818020345551,0.7083025011099601,0.3333333333333333,200,squared_error,9,5.0,5
0.5186500888099466,0.7371614621873613,0.1666666666666666,140,poisson,5,6.0,3
0.4921685774261263,0.7913275122095605,0.1666666666666666,60,squared_error,20,6.0,3
0.5077506862586791,0.6883232203640669,0.3333333333333333,100,poisson,6,3.5,2
0.3631519457451961,0.8373538552612106,0.1666666666666666,110,absolute_error,12,3.5,11
0.5103746165025028,0.7874796507325738,0.1666666666666666,60,squared_error,17,1.5,18
0.4550702405942192,0.4914903063489715,0.5,120,absolute_error,2,2.5,11
0.3558453092200871,0.8247743081249076,0.3333333333333333,170,absolute_error,13,8.0,18
0.5603100274503472,0.7199940802131124,0.1666666666666666,30,squared_error,11,6.75,1
0.720773453899564,0.5361846973508955,0.5,10,squared_error,1,6.75,5
0.5161068948813176,0.7528488974396922,0.1666666666666666,150,squared_error,12,1.5,1
0.4823187469723881,0.7935474322924375,0.1666666666666666,20,squared_error,16,2.25,3
0.4681495236557403,0.6591682699422822,0.5,50,squared_error,4,4.5,7
0.5187711932827385,0.7852597306496967,0.1666666666666666,150,squared_error,14,5.5,18
0.4133699337962215,0.5086576883232204,0.3333333333333333,120,squared_error,1,4.75,3
0.2254965283384466,0.8227023827142225,0.3333333333333333,140,absolute_error,8,6.25,14
0.4852656224769901,0.7928074589314785,0.1666666666666666,80,squared_error,16,9.25,20
0.3566930405296302,0.5918306940950127,0.5,160,absolute_error,1,7.0,9
0.2675197803972226,0.7601006363770905,0.3333333333333333,50,absolute_error,9,2.0,5
0.3350960762150815,0.7538848601450349,0.5,110,absolute_error,4,2.5,18
0.466010011303084,0.7972472990972326,0.1666666666666666,70,poisson,16,4.5,14
0.5056919102212175,0.7803759064673673,0.1666666666666666,180,poisson,12,1.25,11
0.1634103019538188,0.7006067781559865,0.6666666666666665,10,absolute_error,5,8.5,19
0.4835297917003067,0.7932514429480539,0.1666666666666666,30,squared_error,20,3.75,19
0.379137736153722,0.7170341867692764,0.3333333333333333,100,squared_error,6,3.75,1
0.3589940255126755,0.8229983720586059,0.3333333333333333,100,absolute_error,13,3.25,13
0.5156224769901501,0.7864436880272311,0.1666666666666666,100,poisson,16,4.75,11
0.4908364282254157,0.7916235015539441,0.1666666666666666,20,squared_error,16,7.0,10
0.4953172937187146,0.7907355335207933,0.1666666666666666,180,poisson,18,8.75,3
0.466292588406265,0.7970993044250407,0.1666666666666666,120,poisson,18,2.75,2
0.4911593734861941,0.7916235015539441,0.1666666666666666,170,poisson,14,10.0,2
0.3433715485225254,0.8302501109960042,0.3333333333333333,60,absolute_error,17,9.0,5
0.5523575004036816,0.712890335947906,0.1666666666666666,10,poisson,11,3.75,2
0.3711852091070562,0.8221104040254551,0.3333333333333333,140,absolute_error,17,1.75,13
0.3673098659777167,0.8232943614029896,0.3333333333333333,70,absolute_error,18,4.0,7
0.5925641853705796,0.7117063785703716,0.1666666666666666,90,poisson,10,2.0,7
0.5366542870983367,0.6445167973952938,0.3333333333333333,120,squared_error,3,2.0,1
0.509002099144195,0.788663608110108,0.1666666666666666,140,squared_error,15,0.25,15
0.4940658808331988,0.7908835281929851,0.1666666666666666,170,poisson,18,3.0,1
0.3620620054900694,0.8247743081249076,0.3333333333333333,200,absolute_error,18,0.5,15
0.5467059583400613,0.7300577179221549,0.1666666666666666,190,poisson,4,6.5,17
0.4930970450508638,0.7911795175373687,0.1666666666666666,100,squared_error,18,7.5,19
0.5014936218310996,0.788663608110108,0.1666666666666666,40,poisson,12,3.0,13
0.3823268206039076,0.8040550540180554,0.1666666666666666,90,absolute_error,12,5.0,15
0.4376715646697884,0.7285777712002369,0.1666666666666666,10,absolute_error,11,5.25,7
0.3340868722751493,0.7103744265206453,0.3333333333333333,70,absolute_error,7,5.25,2
0.4254400129178104,0.6498446055941987,0.5,30,squared_error,4,6.75,7
0.4715404488939124,0.5876868432736422,0.5,30,squared_error,3,5.25,5
