MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.8637236084452976,0.2401162790697674,0.0,40,squared_error,3,2.75,10
0.8502879078694818,0.2819767441860465,0.0,190,squared_error,18,4.25,6
0.8424681879576315,0.3081395348837208,0.0,130,squared_error,1,0.75,15
0.8581076277813322,0.2575581395348837,0.0,170,squared_error,17,4.25,13
0.7148645766687994,0.9680232558139534,0.0,180,absolute_error,17,6.75,14
0.8487950522499468,0.2872093023255814,0.0,200,squared_error,19,4.25,1
0.8417573043292813,0.3104651162790697,0.0,130,squared_error,3,2.5,17
0.8641501386223076,0.238953488372093,0.0,30,poisson,6,9.25,10
0.7146513115802944,0.9697674418604652,0.0,190,absolute_error,8,8.25,2
0.8556906234449422,0.2651162790697673,0.0,90,squared_error,8,5.5,4
0.8495059358782968,0.2848837209302325,0.0,80,squared_error,13,6.0,17
0.8436056017629915,0.3040697674418604,0.0,10,poisson,1,5.5,9
0.8453117224710316,0.2982558139534883,0.0,190,squared_error,9,3.5,5
0.8495059358782968,0.2848837209302325,0.0,40,squared_error,1,0.25,19
0.8578232743299923,0.2581395348837209,0.0,120,poisson,5,6.5,10
0.8495770242411318,0.2843023255813953,0.0,150,poisson,2,6.25,9
0.8475154617189167,0.2912790697674418,0.0,180,poisson,19,0.5,6
0.852278382028862,0.2755813953488371,0.0,190,squared_error,10,3.75,2
0.8500746427809768,0.2825581395348837,0.0,160,squared_error,1,4.5,8
0.8496481126039668,0.2843023255813953,0.0,180,poisson,10,1.25,10
0.0,1.0,1.0,40,absolute_error,5,9.5,16
0.8428236297718065,0.3069767441860465,0.0,190,poisson,1,2.75,14
0.852349470391697,0.2755813953488371,0.0,200,squared_error,9,5.0,5
0.8574678325158173,0.2593023255813953,0.0,140,poisson,5,6.0,3
0.8617331342859175,0.2459302325581394,0.0,60,squared_error,20,6.0,3
0.8336532309660909,0.338953488372093,0.0,100,poisson,6,3.5,2
0.0,1.0,1.0,110,absolute_error,12,3.5,11
0.8459515177365466,0.2965116279069767,0.0,60,squared_error,17,1.5,18
0.7227553849434848,0.9075581395348836,0.0,120,absolute_error,2,2.5,11
0.7150778417573044,0.966279069767442,0.0,170,absolute_error,13,8.0,18
0.8340797611431009,0.3372093023255813,0.0,30,squared_error,11,6.75,1
0.8198620885761001,0.3895348837209302,0.0,10,squared_error,1,6.75,5
0.8561882419847872,0.2633720930232557,0.0,150,squared_error,12,1.5,1
0.8482974337101017,0.2883720930232558,0.0,20,squared_error,16,2.25,3
0.853060354020047,0.2732558139534883,0.0,50,squared_error,4,4.5,7
0.8587474230468473,0.2552325581395348,0.0,150,squared_error,14,5.5,18
0.8471600199047417,0.2924418604651163,0.0,120,squared_error,1,4.75,3
0.7159309021113244,0.9593023255813954,0.0,140,absolute_error,8,6.25,14
0.8631549015426175,0.2418604651162791,0.0,80,squared_error,16,9.25,20
0.7153621952086444,0.9645348837209302,0.0,160,absolute_error,1,7.0,9
0.0,1.0,1.0,50,absolute_error,9,2.0,5
0.7173526693680244,0.9488372093023256,0.0,110,absolute_error,4,2.5,18
0.8503589962323169,0.2819767441860465,0.0,70,poisson,16,4.5,14
0.8570413023388073,0.2610465116279069,0.0,180,poisson,12,1.25,11
0.0,1.0,1.0,10,absolute_error,5,8.5,19
0.8499324660553068,0.283720930232558,0.0,30,squared_error,20,3.75,19
0.8592450415866923,0.2540697674418604,0.0,100,squared_error,6,3.75,1
0.0,1.0,1.0,100,absolute_error,13,3.25,13
0.8516385867633469,0.277906976744186,0.0,100,poisson,16,4.75,11
0.8317338451695458,0.3453488372093023,0.0,20,squared_error,16,7.0,10
0.8496481126039668,0.2843023255813953,0.0,180,poisson,18,8.75,3
0.8645055804364826,0.2377906976744186,0.0,120,poisson,18,2.75,2
0.854197767825407,0.2697674418604651,0.0,170,poisson,14,10.0,2
0.0,1.0,1.0,60,absolute_error,17,9.0,5
0.9051681239781048,0.1267441860465116,0.0,10,poisson,11,3.75,2
0.0,1.0,1.0,140,absolute_error,17,1.75,13
0.0,1.0,1.0,70,absolute_error,18,4.0,7
0.8541266794625721,0.2697674418604651,0.0,90,poisson,10,2.0,7
0.8546242980024171,0.2680232558139535,0.0,120,squared_error,3,2.0,1
0.8493637591526269,0.2854651162790698,0.0,140,squared_error,15,0.25,15
0.8511409682235019,0.2796511627906976,0.0,170,poisson,18,3.0,1
0.0,1.0,1.0,200,absolute_error,18,0.5,15
0.8517807634890169,0.2773255813953488,0.0,190,poisson,4,6.5,17
0.8497192009668019,0.283720930232558,0.0,100,squared_error,18,7.5,19
0.8482974337101017,0.2883720930232558,0.0,40,poisson,12,3.0,13
0.72666524489941,0.8790697674418605,0.0,90,absolute_error,12,5.0,15
0.0,1.0,1.0,10,absolute_error,11,5.25,7
0.0,1.0,1.0,70,absolute_error,7,5.25,2
0.8388426814530462,0.3203488372093023,0.0,30,squared_error,4,6.75,7
0.8578232743299923,0.2581395348837209,0.0,30,squared_error,3,5.25,5
0.853060354020047,0.2732558139534883,0.0,90,poisson,16,8.0,10
0.0,1.0,1.0,150,absolute_error,7,4.25,12
0.0,1.0,1.0,140,absolute_error,18,4.75,14
0.8432501599488165,0.3052325581395348,0.0,160,squared_error,5,8.0,5
0.8495059358782968,0.2848837209302325,0.0,40,squared_error,19,3.5,15
0.0,1.0,1.0,120,absolute_error,4,7.25,3
0.8615909575602475,0.2465116279069766,0.0,100,poisson,20,3.0,6
0.0,1.0,1.0,130,absolute_error,17,8.0,14
0.0,1.0,1.0,160,absolute_error,4,2.5,5
0.8571834790644772,0.2598837209302325,0.0,160,squared_error,13,2.75,15
0.8564015070732922,0.2627906976744186,0.0,100,poisson,3,4.5,11
0.852562735480202,0.2749999999999999,0.0,200,squared_error,12,0.75,16
0.8583208928698373,0.2563953488372093,0.0,180,squared_error,13,1.0,12
0.8499324660553068,0.283720930232558,0.0,30,squared_error,9,9.75,6
0.8518518518518519,0.2773255813953488,0.0,40,poisson,6,2.5,16
0.851354233312007,0.2784883720930232,0.0,140,squared_error,6,7.0,3
0.852278382028862,0.2755813953488371,0.0,60,poisson,2,6.0,12
0.0,1.0,1.0,80,absolute_error,3,8.5,12
