MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.5819421487603307,0.9,0.0,40,squared_error,3,2.75,10
0.5783471074380165,0.9,0.0,190,squared_error,18,4.25,6
0.5960743801652892,0.9,0.0,130,squared_error,1,0.75,15
0.5853305785123967,0.9,0.0,170,squared_error,17,4.25,13
0.0,1.0,1.0,180,absolute_error,17,6.75,14
0.5786363636363636,0.9,0.0,200,squared_error,19,4.25,1
0.5789256198347107,0.9,0.0,130,squared_error,3,2.5,17
0.5380991735537191,0.9,0.0,30,poisson,6,9.25,10
0.0,1.0,1.0,190,absolute_error,8,8.25,2
0.5803305785123967,0.9,0.0,90,squared_error,8,5.5,4
0.5950413223140496,0.9,0.0,80,squared_error,13,6.0,17
0.5537190082644629,0.9,0.0,10,poisson,1,5.5,9
0.5738842975206612,0.9,0.0,190,squared_error,9,3.5,5
0.8944628099173554,0.93315,0.0,40,squared_error,1,0.25,19
0.5771487603305785,0.9,0.0,120,poisson,5,6.5,10
0.5829338842975207,0.9,0.0,150,poisson,2,6.25,9
0.572396694214876,0.9,0.0,180,poisson,19,0.5,6
0.5724380165289257,0.9,0.0,190,squared_error,10,3.75,2
0.5699173553719008,0.9,0.0,160,squared_error,1,4.5,8
0.5699586776859504,0.9,0.0,180,poisson,10,1.25,10
0.0,1.0,1.0,40,absolute_error,5,9.5,16
0.5777685950413223,0.9,0.0,190,poisson,1,2.75,14
0.5702479338842975,0.9,0.0,200,squared_error,9,5.0,5
0.579297520661157,0.9,0.0,140,poisson,5,6.0,3
0.569793388429752,0.9,0.0,60,squared_error,20,6.0,3
0.5895454545454545,0.9,0.0,100,poisson,6,3.5,2
0.4207438016528925,0.9,0.0,110,absolute_error,12,3.5,11
0.5684297520661157,0.9,0.0,60,squared_error,17,1.5,18
0.4166528925619834,0.9,0.0,120,absolute_error,2,2.5,11
0.0,1.0,1.0,170,absolute_error,13,8.0,18
0.5748347107438017,0.9,0.0,30,squared_error,11,6.75,1
0.5867768595041323,0.9,0.0,10,squared_error,1,6.75,5
0.5713636363636364,0.9,0.0,150,squared_error,12,1.5,1
0.5261570247933884,0.9,0.0,20,squared_error,16,2.25,3
0.5878925619834711,0.9,0.0,50,squared_error,4,4.5,7
0.5819834710743802,0.9,0.0,150,squared_error,14,5.5,18
0.5686363636363637,0.9,0.0,120,squared_error,1,4.75,3
0.4161570247933884,0.9,0.0,140,absolute_error,8,6.25,14
0.5774793388429752,0.9,0.0,80,squared_error,16,9.25,20
0.4158264462809917,0.9,0.0,160,absolute_error,1,7.0,9
0.0,1.0,1.0,50,absolute_error,9,2.0,5
0.4169834710743801,0.9,0.0,110,absolute_error,4,2.5,18
0.5954545454545455,0.9,0.0,70,poisson,16,4.5,14
0.5915289256198347,0.9,0.0,180,poisson,12,1.25,11
0.0,1.0,1.0,10,absolute_error,5,8.5,19
0.5656611570247934,0.9,0.0,30,squared_error,20,3.75,19
0.5763223140495868,0.9,0.0,100,squared_error,6,3.75,1
0.0,1.0,1.0,100,absolute_error,13,3.25,13
0.5804545454545454,0.9,0.0,100,poisson,16,4.75,11
0.5909090909090909,0.9,0.0,20,squared_error,16,7.0,10
0.5843388429752066,0.9,0.0,180,poisson,18,8.75,3
0.5663636363636364,0.9,0.0,120,poisson,18,2.75,2
0.5799586776859504,0.9,0.0,170,poisson,14,10.0,2
0.0,1.0,1.0,60,absolute_error,17,9.0,5
0.5151652892561983,0.9,0.0,10,poisson,11,3.75,2
0.0,1.0,1.0,140,absolute_error,17,1.75,13
0.0,1.0,1.0,70,absolute_error,18,4.0,7
0.562603305785124,0.9,0.0,90,poisson,10,2.0,7
0.5723140495867769,0.9,0.0,120,squared_error,3,2.0,1
0.573801652892562,0.9,0.0,140,squared_error,15,0.25,15
0.5807851239669422,0.9,0.0,170,poisson,18,3.0,1
0.4194214876033058,0.9,0.0,200,absolute_error,18,0.5,15
0.5859090909090908,0.9,0.0,190,poisson,4,6.5,17
0.5611570247933885,0.9,0.0,100,squared_error,18,7.5,19
0.5874793388429752,0.9,0.0,40,poisson,12,3.0,13
0.0,1.0,1.0,90,absolute_error,12,5.0,15
0.0,1.0,1.0,10,absolute_error,11,5.25,7
0.0,1.0,1.0,70,absolute_error,7,5.25,2
0.5610743801652892,0.9,0.0,30,squared_error,4,6.75,7
0.577603305785124,0.9,0.0,30,squared_error,3,5.25,5
