MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.429605084978116,0.6548874953891554,0.0,40,squared_error,3,2.75,10
0.2293656817475098,0.7635558834378458,0.0,190,squared_error,18,4.25,6
0.64653584194037,0.499741792696422,0.0,130,squared_error,1,0.75,15
0.224290065769016,0.7642198450756178,0.0,170,squared_error,17,4.25,13
0.0146751505465147,0.8443378827001106,0.0,180,absolute_error,17,6.75,14
0.2323214423041558,0.7631870158613058,0.0,200,squared_error,19,4.25,1
0.395587089612374,0.6823312430837329,1.0,130,squared_error,3,2.5,17
0.2128181036990474,0.765916635927702,0.0,30,poisson,6,9.25,10
0.0123178980663842,0.8468461822205828,0.0,190,absolute_error,8,8.25,2
0.2142959839773703,0.7659904094430099,0.0,90,squared_error,8,5.5,4
0.2219328132888854,0.7645887126521578,0.0,80,squared_error,13,6.0,17
0.2478692778113997,0.500479527849502,0.0,10,poisson,1,5.5,9
0.2363304433306473,0.7625968277388417,0.0,190,squared_error,9,3.5,5
0.7974902784232824,0.6059018812246403,0.0,40,squared_error,1,0.25,19
0.2862640724629443,0.7730726669125784,1.0,120,poisson,5,6.5,10
0.3488934287825543,0.6312061969752858,1.0,150,poisson,2,6.25,9
0.2302316794671606,0.7634083364072297,0.0,180,poisson,19,0.5,6
0.246464957184939,0.7613426779786057,0.0,190,squared_error,10,3.75,2
0.6313491174513587,0.533898930284028,0.0,160,squared_error,1,4.5,8
0.2164359011224534,0.7654002213205459,0.0,180,poisson,10,1.25,10
0.0075231462131825,0.8520103282921431,0.0,40,absolute_error,5,9.5,16
0.5020680293034904,0.5359645887126522,0.0,190,poisson,1,2.75,14
0.2169140388595579,0.765326447805238,0.0,200,squared_error,9,5.0,5
0.3268221896033463,0.7913684987089635,1.0,140,poisson,5,6.0,3
0.2278343035405597,0.7637772039837698,0.0,60,squared_error,20,6.0,3
0.3136683864021639,0.817336776097381,1.0,100,poisson,6,3.5,2
0.0115522089629092,0.8476576908889708,0.0,110,absolute_error,12,3.5,11
0.2391558026862647,0.7622279601623018,0.0,60,squared_error,17,1.5,18
0.1750519097088709,0.8295831796385097,1.0,120,absolute_error,2,2.5,11
0.0110138860560992,0.8481741054961268,0.0,170,absolute_error,13,8.0,18
0.2391558026862647,0.7622279601623018,0.0,30,squared_error,11,6.75,1
0.7670499570344761,0.56709701217263,0.0,10,squared_error,1,6.75,5
0.2233772573618165,0.7643673921062338,0.0,150,squared_error,12,1.5,1
0.254292372867188,0.7603836222796017,0.0,20,squared_error,16,2.25,3
0.3981917700124048,0.7623755071929177,1.0,50,squared_error,4,4.5,7
0.23309047502817,0.7630394688306897,0.0,150,squared_error,14,5.5,18
0.7761880719680885,0.5579490962744375,0.0,120,squared_error,1,4.75,3
0.0162399649588567,0.8427886388786425,0.0,140,absolute_error,8,6.25,14
0.2424358944352123,0.7618590925857617,0.0,80,squared_error,16,9.25,20
0.1133687980018523,0.83474732571007,0.0,160,absolute_error,1,7.0,9
0.0127057580489305,0.8464035411287347,0.0,50,absolute_error,9,2.0,5
0.1103394777933441,0.8739210623386204,0.0,110,absolute_error,4,2.5,18
0.2365410914246164,0.7625968277388417,0.0,70,poisson,16,4.5,14
0.2302316794671606,0.7634083364072297,0.0,180,poisson,12,1.25,11
0.0100308616175767,0.849280708225747,0.0,10,absolute_error,5,8.5,19
0.2082440308014324,0.7666543710807819,0.0,30,squared_error,20,3.75,19
0.3835801482561347,0.8066396163777203,1.0,100,squared_error,6,3.75,1
0.0093621375097382,0.849944669863519,0.0,100,absolute_error,13,3.25,13
0.2302183049850038,0.7634083364072297,0.0,100,poisson,16,4.75,11
0.2644101686187838,0.7592032460346735,0.0,20,squared_error,16,7.0,10
0.2174824543512206,0.7652526742899299,0.0,180,poisson,18,8.75,3
0.2227319385977524,0.7644411656215419,0.0,120,poisson,18,2.75,2
0.2331105367514051,0.7630394688306897,0.0,170,poisson,14,10.0,2
0.013932866786814,0.8451493913684986,0.0,60,absolute_error,17,9.0,5
0.2064251012281118,0.766949465142014,0.0,10,poisson,11,3.75,2
0.0083590513479806,0.851051272593139,0.0,140,absolute_error,17,1.75,13
0.01241820668256,0.8466986351899667,0.0,70,absolute_error,18,4.0,7
0.2336421724171367,0.7629656953153817,0.0,90,poisson,10,2.0,7
0.4567385656536611,0.6763555883437846,0.0,120,squared_error,3,2.0,1
0.2493772506745754,0.7609738104020657,0.0,140,squared_error,15,0.25,15
0.2287738609120728,0.7636296569531538,0.0,170,poisson,18,3.0,1
